timestamp,user_id,asset_id,event_type,anomaly_score,off_hours,failed_logins_24h,geo_distance_km,proc_injection_flag,label
2025-10-10T06:13:33,1031,2036,login,0.475,0,1,709.2,0,0
2025-10-10T06:58:33,1022,2053,registry,0.259,0,1,162.4,0,1
2025-10-10T07:43:33,1032,2084,file,0.497,0,0,129.3,0,1
2025-10-10T08:28:33,1002,2013,login,0.166,1,6,1500.8,0,1
2025-10-10T09:13:33,1017,2094,file,0.4,1,3,75.2,0,0
2025-10-10T09:58:33,1024,2054,network,0.414,0,1,114.4,0,1
2025-10-10T10:43:33,1041,2047,network,0.179,0,0,252.7,0,0
2025-10-10T11:28:33,1030,2081,process,0.827,0,0,50.0,0,0
2025-10-10T12:13:33,1002,2006,process,0.637,1,0,63.4,0,0
2025-10-10T12:58:33,1039,2073,process,0.269,1,1,46.9,1,1
2025-10-10T13:43:33,1045,2006,process,0.681,1,0,178.9,0,1
2025-10-10T14:28:33,1023,2032,network,0.198,1,0,94.8,0,0
2025-10-10T15:13:33,1049,2022,network,0.058,0,0,110.4,0,0
2025-10-10T15:58:33,1031,2084,process,0.583,1,1,116.9,1,1
2025-10-10T16:43:33,1046,2018,network,0.142,0,1,160.8,0,1
2025-10-10T17:28:33,1021,2018,login,0.374,0,2,1259.1,0,0
2025-10-10T18:13:33,1022,2035,login,0.073,1,1,229.4,0,1
2025-10-10T18:58:33,1001,2028,file,0.398,0,3,64.8,0,0
2025-10-10T19:43:33,1026,2059,login,0.469,0,2,756.2,0,1
2025-10-10T20:28:33,1041,2081,login,0.305,0,2,1442.8,0,0
2025-10-10T21:13:33,1001,2001,login,0.503,0,3,1286.2,0,0
2025-10-10T21:58:33,1025,2000,login,0.605,1,5,286.9,0,1
2025-10-10T22:43:33,1016,2046,registry,0.216,0,0,79.9,0,1
2025-10-10T23:28:33,1039,2068,network,0.659,0,0,52.2,0,0
2025-10-11T00:13:33,1032,2019,registry,0.291,0,0,178.6,0,0
2025-10-11T00:58:33,1008,2010,network,0.048,0,0,61.3,0,0
2025-10-11T01:43:33,1042,2001,process,0.159,0,1,29.1,0,0
2025-10-11T02:28:33,1047,2066,login,0.19,0,7,1296.9,0,1
2025-10-11T03:13:33,1038,2086,network,0.297,0,0,16.3,0,0
2025-10-11T03:58:33,1028,2011,login,0.402,1,1,303.3,0,1
2025-10-11T04:43:33,1041,2019,file,0.549,1,1,27.5,0,0
2025-10-11T05:28:33,1025,2004,file,0.279,0,0,26.2,0,1
2025-10-11T06:13:33,1034,2036,login,0.468,0,2,128.1,0,0
2025-10-11T06:58:33,1049,2037,registry,0.093,0,0,158.5,0,0
2025-10-11T07:43:33,1024,2093,file,0.322,1,1,26.8,0,0
2025-10-11T08:28:33,1023,2008,network,0.426,0,1,119.2,0,1
2025-10-11T09:13:33,1012,2097,login,0.062,1,6,1295.9,0,0
2025-10-11T09:58:33,1006,2052,process,0.555,1,1,86.6,0,0
2025-10-11T10:43:33,1035,2043,process,0.222,1,2,127.8,0,1
2025-10-11T11:28:33,1044,2098,login,0.245,1,4,354.1,0,1
2025-10-11T12:13:33,1019,2085,login,0.037,0,3,909.3,0,1
2025-10-11T12:58:33,1000,2023,file,0.122,0,0,28.8,0,0
2025-10-11T13:43:33,1007,2080,login,0.18,1,5,787.2,0,0
2025-10-11T14:28:33,1045,2073,network,0.253,0,0,127.6,0,1
2025-10-11T15:13:33,1015,2029,registry,0.233,0,0,7.5,0,0
2025-10-11T15:58:33,1013,2058,file,0.568,0,0,87.7,0,0
2025-10-11T16:43:33,1011,2086,login,0.204,0,3,1380.2,0,0
2025-10-11T17:28:33,1022,2095,file,0.23,1,0,122.6,0,1
2025-10-11T18:13:33,1014,2080,login,0.351,0,2,1428.3,0,0
2025-10-11T18:58:33,1027,2080,login,0.374,0,0,246.4,0,1
2025-10-11T19:43:33,1033,2013,network,0.22,1,2,23.6,0,0
2025-10-11T20:28:33,1001,2008,process,0.314,1,0,3.9,0,1
2025-10-11T21:13:33,1031,2039,process,0.374,0,1,105.6,1,1
2025-10-11T21:58:33,1022,2065,network,0.275,0,0,19.6,0,0
2025-10-11T22:43:33,1021,2024,login,0.282,0,3,1394.1,0,0
2025-10-11T23:28:33,1024,2072,login,0.775,0,0,150.0,0,1
2025-10-12T00:13:33,1021,2021,process,0.232,0,0,134.1,0,0
2025-10-12T00:58:33,1021,2003,file,0.265,0,2,32.5,0,1
2025-10-12T01:43:33,1048,2025,network,0.112,1,0,61.5,0,1
2025-10-12T02:28:33,1041,2057,login,0.495,0,1,1008.8,0,0
2025-10-12T03:13:33,1005,2028,process,0.304,0,0,33.9,0,0
2025-10-12T03:58:33,1014,2097,login,0.054,0,1,771.7,0,0
2025-10-12T04:43:33,1042,2086,login,0.248,0,1,68.0,0,1
2025-10-12T05:28:33,1036,2036,file,0.444,1,1,106.9,0,0
2025-10-12T06:13:33,1032,2074,login,0.026,0,0,42.1,0,1
2025-10-12T06:58:33,1007,2069,login,0.25,0,1,493.7,0,1
2025-10-12T07:43:33,1043,2017,network,0.101,0,1,121.8,0,0
2025-10-12T08:28:33,1043,2084,network,0.058,1,1,114.3,0,0
2025-10-12T09:13:33,1004,2041,network,0.168,0,0,58.4,0,0
2025-10-12T09:58:33,1038,2099,login,0.086,0,1,703.8,0,1
2025-10-12T10:43:33,1003,2040,login,0.247,0,2,1030.4,0,0
2025-10-12T11:28:33,1005,2037,login,0.124,1,1,1358.6,0,0
2025-10-12T12:13:33,1044,2033,login,0.596,0,3,1744.3,0,1
2025-10-12T12:58:33,1031,2016,network,0.079,0,0,138.8,0,0
2025-10-12T13:43:33,1029,2036,file,0.323,0,0,21.1,0,0
2025-10-12T14:28:33,1046,2024,network,0.33,0,1,51.9,0,0
2025-10-12T15:13:33,1034,2075,file,0.27,1,1,53.9,0,0
2025-10-12T15:58:33,1039,2086,process,0.219,1,0,274.8,0,0
2025-10-12T16:43:33,1015,2085,network,0.427,0,2,38.1,0,0
2025-10-12T17:28:33,1012,2084,process,0.356,0,0,117.2,0,1
2025-10-12T18:13:33,1049,2026,process,0.796,0,0,21.5,1,0
2025-10-12T18:58:33,1041,2056,process,0.671,0,2,123.8,0,1
2025-10-12T19:43:33,1029,2030,login,0.735,0,3,825.7,0,0
2025-10-12T20:28:33,1018,2005,process,0.39,0,0,51.5,1,0
2025-10-12T21:13:33,1016,2090,registry,0.324,0,0,6.8,0,0
2025-10-12T21:58:33,1018,2039,login,0.564,0,1,491.8,0,0
2025-10-12T22:43:33,1027,2097,login,0.527,1,3,82.2,0,0
2025-10-12T23:28:33,1025,2011,process,0.307,1,2,42.3,1,0
2025-10-13T00:13:33,1036,2052,file,0.23,1,1,126.9,0,0
2025-10-13T00:58:33,1025,2070,network,0.098,0,0,67.9,0,0
2025-10-13T01:43:33,1022,2009,network,0.492,1,0,16.0,0,0
2025-10-13T02:28:33,1008,2044,login,0.131,0,3,1384.9,0,0
2025-10-13T03:13:33,1011,2016,network,0.141,0,1,89.4,0,0
2025-10-13T03:58:33,1000,2025,login,0.141,1,2,356.4,0,0
2025-10-13T04:43:33,1000,2084,file,0.235,0,0,85.8,0,0
2025-10-13T05:28:33,1046,2091,network,0.52,0,1,20.0,0,0
2025-10-13T06:13:33,1033,2061,login,0.089,0,0,560.2,0,1
2025-10-13T06:58:33,1031,2045,login,0.162,0,1,774.0,0,0
2025-10-13T07:43:33,1047,2063,login,0.209,0,2,1703.8,0,0
2025-10-13T08:28:33,1024,2001,process,0.192,0,1,26.5,0,0
2025-10-13T09:13:33,1039,2053,login,0.233,1,2,1404.0,0,1
2025-10-13T09:58:33,1044,2064,network,0.531,0,0,58.7,0,0
2025-10-13T10:43:33,1000,2050,process,0.243,0,1,28.2,0,1
2025-10-13T11:28:33,1015,2052,login,0.077,0,3,1025.4,0,1
2025-10-13T12:13:33,1038,2035,login,0.438,0,1,555.0,0,0
2025-10-13T12:58:33,1004,2025,login,0.382,1,0,207.9,0,1
2025-10-13T13:43:33,1021,2028,file,0.268,0,1,91.9,0,0
2025-10-13T14:28:33,1028,2020,login,0.233,0,0,1753.1,0,0
2025-10-13T15:13:33,1002,2010,network,0.413,0,2,16.7,0,0
2025-10-13T15:58:33,1011,2039,file,0.084,1,0,15.4,0,1
2025-10-13T16:43:33,1025,2010,network,0.064,1,1,59.9,0,0
2025-10-13T17:28:33,1015,2035,file,0.042,0,2,87.9,0,0
2025-10-13T18:13:33,1036,2058,process,0.152,0,0,92.5,0,1
2025-10-13T18:58:33,1021,2038,registry,0.241,0,0,91.3,0,1
2025-10-13T19:43:33,1028,2098,login,0.719,0,5,904.5,0,1
2025-10-13T20:28:33,1013,2053,login,0.179,0,2,175.7,0,0
2025-10-13T21:13:33,1027,2097,network,0.218,1,0,12.4,0,0
2025-10-13T21:58:33,1004,2054,registry,0.038,0,0,235.4,0,0
2025-10-13T22:43:33,1046,2023,file,0.182,1,0,210.2,0,1
2025-10-13T23:28:33,1048,2021,login,0.293,0,1,1829.0,0,0
2025-10-14T00:13:33,1029,2068,login,0.114,0,3,572.6,0,1
2025-10-14T00:58:33,1045,2055,registry,0.218,0,0,55.1,0,0
2025-10-14T01:43:33,1004,2032,login,0.345,0,0,331.1,0,1
2025-10-14T02:28:33,1011,2035,file,0.324,0,0,10.7,0,1
2025-10-14T03:13:33,1015,2019,file,0.395,0,2,97.4,0,1
2025-10-14T03:58:33,1025,2082,process,0.528,0,0,173.2,1,0
2025-10-14T04:43:33,1025,2098,process,0.317,0,0,109.4,0,0
2025-10-14T05:28:33,1047,2080,process,0.771,0,0,275.1,0,0
2025-10-14T06:13:33,1020,2061,login,0.246,0,2,99.2,0,0
2025-10-14T06:58:33,1038,2097,file,0.384,0,0,46.8,0,0
2025-10-14T07:43:33,1035,2072,process,0.218,0,1,75.3,0,1
2025-10-14T08:28:33,1032,2025,file,0.315,0,0,4.7,0,0
2025-10-14T09:13:33,1029,2065,login,0.19,0,4,1790.9,0,1
2025-10-14T09:58:33,1036,2072,registry,0.091,1,0,185.8,0,0
2025-10-14T10:43:33,1022,2072,process,0.373,1,0,108.3,0,0
2025-10-14T11:28:33,1009,2039,login,0.217,0,5,98.7,0,0
2025-10-14T12:13:33,1004,2016,login,0.233,0,6,639.1,0,1
2025-10-14T12:58:33,1035,2000,network,0.273,0,0,291.4,0,0
2025-10-14T13:43:33,1033,2088,network,0.16,1,0,201.7,0,1
2025-10-14T14:28:33,1030,2060,file,0.253,0,1,63.8,0,0
2025-10-14T15:13:33,1009,2042,login,0.349,0,8,446.1,0,1
2025-10-14T15:58:33,1018,2041,login,0.257,1,3,120.2,0,0
2025-10-14T16:43:33,1031,2024,process,0.142,0,0,12.4,0,0
2025-10-14T17:28:33,1000,2038,process,0.291,0,1,86.6,0,1
2025-10-14T18:13:33,1004,2034,process,0.282,0,0,60.2,0,1
2025-10-14T18:58:33,1044,2002,registry,0.204,0,0,34.1,0,0
2025-10-14T19:43:33,1003,2043,registry,0.508,1,0,41.4,0,1
2025-10-14T20:28:33,1015,2050,registry,0.239,1,0,173.6,0,0
2025-10-14T21:13:33,1023,2093,file,0.092,0,0,78.9,0,1
2025-10-14T21:58:33,1015,2097,process,0.277,0,1,39.2,0,0
2025-10-14T22:43:33,1001,2011,process,0.543,0,1,68.2,1,0
2025-10-14T23:28:33,1048,2018,process,0.593,0,4,80.9,0,0
2025-10-15T00:13:33,1027,2043,file,0.125,0,1,163.1,0,1
2025-10-15T00:58:33,1031,2058,login,0.246,0,2,619.6,0,1
2025-10-15T01:43:33,1026,2048,process,0.252,0,1,210.3,0,0
2025-10-15T02:28:33,1019,2060,login,0.06,0,7,1579.6,0,1
2025-10-15T03:13:33,1023,2016,process,0.263,0,1,122.6,1,0
2025-10-15T03:58:33,1011,2073,file,0.302,0,0,35.6,0,1
2025-10-15T04:43:33,1049,2056,file,0.502,0,0,36.3,0,0
2025-10-15T05:28:33,1034,2054,login,0.304,0,1,118.2,0,0
2025-10-15T06:13:33,1032,2046,registry,0.29,0,0,115.8,0,0
2025-10-15T06:58:33,1032,2011,network,0.103,0,0,128.6,0,0
2025-10-15T07:43:33,1042,2061,login,0.55,0,3,79.6,0,0
2025-10-15T08:28:33,1036,2079,login,0.271,0,3,55.1,0,1
2025-10-15T09:13:33,1011,2087,login,0.181,0,5,446.0,0,0
2025-10-15T09:58:33,1002,2082,login,0.048,0,3,679.7,0,1
2025-10-15T10:43:33,1000,2007,registry,0.453,0,2,182.3,0,1
2025-10-15T11:28:33,1032,2094,process,0.249,1,0,50.7,0,0
2025-10-15T12:13:33,1039,2020,file,0.085,0,1,92.5,0,0
2025-10-15T12:58:33,1009,2080,login,0.287,0,0,468.8,0,0
2025-10-15T13:43:33,1042,2086,login,0.282,0,2,511.2,0,1
2025-10-15T14:28:33,1043,2079,process,0.192,0,0,104.0,0,1
2025-10-15T15:13:33,1028,2069,login,0.447,0,3,1209.2,0,1
2025-10-15T15:58:33,1012,2071,process,0.155,0,0,117.5,0,0
2025-10-15T16:43:33,1011,2024,registry,0.405,0,0,55.7,0,1
2025-10-15T17:28:33,1030,2081,process,0.382,0,2,220.7,0,0
2025-10-15T18:13:33,1045,2088,network,0.256,0,1,35.6,0,0
2025-10-15T18:58:33,1001,2011,login,0.124,0,1,340.8,0,0
2025-10-15T19:43:33,1049,2014,login,0.375,1,1,282.7,0,1
2025-10-15T20:28:33,1034,2058,login,0.637,0,1,161.5,0,1
2025-10-15T21:13:33,1022,2025,network,0.135,1,0,83.1,0,0
2025-10-15T21:58:33,1016,2025,login,0.231,1,0,979.9,0,1
2025-10-15T22:43:33,1025,2046,process,0.439,0,0,19.3,0,1
2025-10-15T23:28:33,1007,2031,network,0.457,0,1,107.7,0,0
2025-10-16T00:13:33,1028,2009,process,0.129,0,1,35.1,0,0
2025-10-16T00:58:33,1025,2015,login,0.508,1,4,1033.0,0,1
2025-10-16T01:43:33,1009,2070,login,0.236,1,2,770.5,0,0
2025-10-16T02:28:33,1025,2016,registry,0.314,0,0,140.7,0,0
2025-10-16T03:13:33,1033,2022,network,0.356,1,0,86.9,0,0
2025-10-16T03:58:33,1040,2025,process,0.341,0,0,227.7,0,1
2025-10-16T04:43:33,1006,2084,login,0.476,0,2,879.9,0,0
2025-10-16T05:28:33,1003,2085,registry,0.324,1,0,74.4,0,0
2025-10-16T06:13:33,1049,2006,network,0.03,1,1,11.1,0,0
2025-10-16T06:58:33,1044,2013,login,0.325,0,1,525.5,0,0
2025-10-16T07:43:33,1010,2078,file,0.65,1,0,72.6,0,1
2025-10-16T08:28:33,1028,2006,login,0.329,1,2,559.1,0,0
2025-10-16T09:13:33,1035,2008,process,0.623,1,0,81.9,0,0
2025-10-16T09:58:33,1024,2047,network,0.31,1,1,36.9,0,1
2025-10-16T10:43:33,1020,2071,login,0.499,1,1,943.4,0,0
2025-10-16T11:28:33,1035,2058,registry,0.426,0,0,95.0,0,1
2025-10-16T12:13:33,1009,2086,network,0.25,1,0,69.8,0,0
2025-10-16T12:58:33,1036,2092,network,0.109,0,2,84.6,0,0
2025-10-16T13:43:33,1008,2081,login,0.284,1,5,73.2,0,1
2025-10-16T14:28:33,1023,2094,login,0.402,0,1,265.6,0,0
2025-10-16T15:13:33,1034,2093,login,0.045,0,2,771.9,0,0
2025-10-16T15:58:33,1048,2038,file,0.548,0,0,179.5,0,0
2025-10-16T16:43:33,1034,2098,login,0.465,0,2,149.0,0,0
2025-10-16T17:28:33,1047,2017,process,0.467,0,2,129.8,0,1
2025-10-16T18:13:33,1035,2058,network,0.023,1,0,27.8,0,1
2025-10-16T18:58:33,1017,2016,login,0.26,1,2,615.9,0,0
2025-10-16T19:43:33,1048,2013,network,0.608,0,3,32.4,0,0
2025-10-16T20:28:33,1038,2030,login,0.169,1,3,12.8,0,1
2025-10-16T21:13:33,1031,2023,registry,0.266,1,1,101.8,0,1
2025-10-16T21:58:33,1023,2098,process,0.592,0,1,93.7,0,0
2025-10-16T22:43:33,1022,2059,login,0.362,0,2,346.7,0,1
2025-10-16T23:28:33,1031,2044,login,0.033,1,1,711.1,0,0
2025-10-17T00:13:33,1036,2097,process,0.32,0,1,99.2,0,1
2025-10-17T00:58:33,1011,2002,file,0.209,1,0,40.9,0,1
2025-10-17T01:43:33,1048,2036,network,0.243,1,0,97.8,0,0
2025-10-17T02:28:33,1012,2042,network,0.501,1,0,149.2,0,0
2025-10-17T03:13:33,1022,2039,login,0.136,0,7,905.8,0,0
2025-10-17T03:58:33,1024,2089,login,0.425,0,3,737.5,0,0
2025-10-17T04:43:33,1034,2054,login,0.132,0,1,922.6,0,0
2025-10-17T05:28:33,1040,2086,network,0.527,0,0,245.9,0,1
2025-10-17T06:13:33,1029,2038,file,0.136,0,0,6.8,0,0
2025-10-17T06:58:33,1016,2014,process,0.211,0,0,10.6,0,0
2025-10-17T07:43:33,1048,2003,login,0.293,0,3,52.4,0,0
2025-10-17T08:28:33,1019,2092,network,0.218,1,0,61.3,0,0
2025-10-17T09:13:33,1047,2085,file,0.354,0,0,235.8,0,0
2025-10-17T09:58:33,1024,2024,network,0.158,0,0,62.5,0,0
2025-10-17T10:43:33,1021,2012,file,0.055,0,0,72.7,0,0
2025-10-17T11:28:33,1012,2081,login,0.339,0,1,435.4,0,1
2025-10-17T12:13:33,1018,2032,login,0.19,0,5,207.6,0,0
2025-10-17T12:58:33,1048,2015,file,0.107,1,1,169.9,0,1
2025-10-17T13:43:33,1035,2041,network,0.152,0,1,184.8,0,0
2025-10-17T14:28:33,1011,2065,login,0.336,1,2,378.1,0,1
2025-10-17T15:13:33,1040,2054,network,0.066,0,1,93.0,0,0
2025-10-17T15:58:33,1018,2098,file,0.275,1,1,119.0,0,1
2025-10-17T16:43:33,1011,2041,network,0.462,1,0,82.3,0,0
2025-10-17T17:28:33,1008,2033,network,0.136,1,1,54.6,0,1
2025-10-17T18:13:33,1006,2029,process,0.225,1,1,17.8,0,0
2025-10-17T18:58:33,1027,2012,process,0.287,1,0,18.1,0,1
2025-10-17T19:43:33,1013,2012,process,0.412,1,0,64.7,0,1
2025-10-17T20:28:33,1030,2017,file,0.622,0,0,149.7,0,1
2025-10-17T21:13:33,1018,2031,file,0.19,0,1,155.3,0,0
2025-10-17T21:58:33,1046,2095,file,0.207,0,0,129.1,0,0
2025-10-17T22:43:33,1015,2098,login,0.438,0,3,1713.3,0,1
2025-10-17T23:28:33,1004,2038,network,0.237,0,2,272.0,0,0
2025-10-18T00:13:33,1034,2045,file,0.144,0,0,53.3,0,0
2025-10-18T00:58:33,1011,2028,network,0.161,1,1,11.1,0,0
2025-10-18T01:43:33,1024,2061,file,0.297,1,0,86.6,0,0
2025-10-18T02:28:33,1020,2092,file,0.257,0,0,15.2,0,1
2025-10-18T03:13:33,1035,2061,process,0.245,0,1,93.9,0,0
2025-10-18T03:58:33,1022,2056,process,0.269,1,0,108.6,0,0
2025-10-18T04:43:33,1015,2015,login,0.091,0,3,27.1,0,0
2025-10-18T05:28:33,1038,2055,process,0.694,1,2,3.3,0,0
2025-10-18T06:13:33,1044,2009,network,0.105,0,0,27.5,0,1
2025-10-18T06:58:33,1041,2029,file,0.298,0,2,35.8,0,0
2025-10-18T07:43:33,1038,2024,login,0.383,0,1,135.5,0,0
2025-10-18T08:28:33,1013,2083,login,0.212,1,1,174.6,0,0
2025-10-18T09:13:33,1030,2004,network,0.124,0,1,67.5,0,1
2025-10-18T09:58:33,1004,2064,login,0.307,0,4,860.8,0,0
2025-10-18T10:43:33,1034,2093,login,0.099,0,3,728.2,0,0
2025-10-18T11:28:33,1022,2048,login,0.108,0,2,563.2,0,0
2025-10-18T12:13:33,1028,2002,login,0.377,1,3,833.8,0,0
2025-10-18T12:58:33,1042,2044,login,0.184,1,2,986.1,0,0
2025-10-18T13:43:33,1010,2013,process,0.139,0,0,203.1,0,1
2025-10-18T14:28:33,1017,2029,process,0.581,0,2,78.4,0,0
2025-10-18T15:13:33,1046,2067,file,0.441,0,0,41.6,0,0
2025-10-18T15:58:33,1011,2017,process,0.348,1,1,36.6,0,0
2025-10-18T16:43:33,1008,2061,network,0.12,1,0,48.7,0,1
2025-10-18T17:28:33,1009,2036,login,0.315,0,2,152.7,0,0
2025-10-18T18:13:33,1043,2024,login,0.326,1,1,277.1,0,0
2025-10-18T18:58:33,1016,2047,network,0.341,0,0,15.6,0,0
2025-10-18T19:43:33,1037,2064,login,0.36,1,3,666.1,0,1
2025-10-18T20:28:33,1006,2052,process,0.251,1,0,26.3,0,1
2025-10-18T21:13:33,1045,2078,network,0.331,1,1,61.6,0,0
2025-10-18T21:58:33,1012,2072,network,0.074,1,3,146.4,0,0
2025-10-18T22:43:33,1039,2014,login,0.265,0,3,589.1,0,0
2025-10-18T23:28:33,1041,2048,login,0.388,1,2,342.9,0,0
2025-10-19T00:13:33,1008,2087,network,0.359,0,0,53.1,0,0
2025-10-19T00:58:33,1049,2067,login,0.252,0,4,232.3,0,1
2025-10-19T01:43:33,1026,2011,network,0.193,0,4,126.1,0,0
2025-10-19T02:28:33,1001,2058,network,0.23,1,1,31.4,0,0
2025-10-19T03:13:33,1004,2036,registry,0.153,0,0,124.0,0,0
2025-10-19T03:58:33,1028,2060,login,0.126,0,4,224.7,0,1
2025-10-19T04:43:33,1036,2042,file,0.358,0,1,6.6,0,0
2025-10-19T05:28:33,1037,2069,process,0.179,0,0,103.6,0,1
2025-10-19T06:13:33,1018,2038,process,0.132,0,0,59.4,1,0
2025-10-19T06:58:33,1007,2055,login,0.236,1,1,423.0,0,0
2025-10-19T07:43:33,1047,2062,network,0.193,1,0,85.3,0,0
2025-10-19T08:28:33,1044,2045,login,0.252,0,2,1174.8,0,0
2025-10-19T09:13:33,1000,2087,process,0.261,1,1,63.2,0,0
2025-10-19T09:58:33,1021,2010,login,0.408,1,3,145.7,0,0
2025-10-19T10:43:33,1016,2061,file,0.292,0,1,76.1,0,0
2025-10-19T11:28:33,1006,2076,file,0.154,1,1,27.3,0,0
2025-10-19T12:13:33,1024,2097,network,0.137,1,3,105.2,0,1
2025-10-19T12:58:33,1044,2024,login,0.342,0,1,528.9,0,0
2025-10-19T13:43:33,1003,2070,login,0.275,0,6,510.8,0,1
2025-10-19T14:28:33,1035,2051,network,0.263,1,0,71.8,0,0
2025-10-19T15:13:33,1005,2003,process,0.399,0,2,167.3,1,1
2025-10-19T15:58:33,1030,2058,login,0.328,0,2,1997.6,0,0
2025-10-19T16:43:33,1018,2071,network,0.154,0,1,60.8,0,0
2025-10-19T17:28:33,1043,2019,registry,0.161,0,0,206.9,0,1
2025-10-19T18:13:33,1038,2092,network,0.132,1,0,232.8,0,0
2025-10-19T18:58:33,1026,2062,network,0.203,0,1,17.9,0,0
2025-10-19T19:43:33,1009,2053,registry,0.296,0,1,54.8,0,1
2025-10-19T20:28:33,1025,2073,login,0.299,0,2,75.2,0,0
2025-10-19T21:13:33,1018,2097,network,0.045,0,0,25.0,0,1
2025-10-19T21:58:33,1038,2056,registry,0.633,0,0,73.3,0,1
2025-10-19T22:43:33,1002,2089,login,0.469,0,5,1452.1,0,0
2025-10-19T23:28:33,1044,2040,network,0.133,1,0,133.5,0,0
2025-10-20T00:13:33,1012,2002,network,0.171,0,1,66.7,0,1
2025-10-20T00:58:33,1049,2005,network,0.376,0,3,118.1,0,0
2025-10-20T01:43:33,1027,2004,network,0.393,0,0,31.8,0,0
2025-10-20T02:28:33,1019,2004,registry,0.386,0,0,117.3,0,0
2025-10-20T03:13:33,1027,2053,file,0.19,0,3,74.8,0,0
2025-10-20T03:58:33,1007,2046,login,0.332,0,2,113.2,0,1
2025-10-20T04:43:33,1040,2086,file,0.524,1,1,140.2,0,1
2025-10-20T05:28:33,1038,2048,login,0.229,0,0,466.4,0,0
2025-10-20T06:13:33,1000,2008,process,0.399,1,0,20.3,0,0
2025-10-20T06:58:33,1002,2098,process,0.536,0,0,281.5,1,1
2025-10-20T07:43:33,1012,2019,process,0.163,1,0,70.7,0,0
2025-10-20T08:28:33,1027,2060,process,0.335,0,2,121.7,0,1
2025-10-20T09:13:33,1048,2034,registry,0.41,1,0,121.1,0,1
2025-10-20T09:58:33,1024,2049,network,0.124,0,1,42.5,0,0
2025-10-20T10:43:33,1032,2081,network,0.431,0,1,2.3,0,0
2025-10-20T11:28:33,1037,2061,login,0.026,0,3,1290.4,0,0
2025-10-20T12:13:33,1005,2016,registry,0.332,1,0,229.3,0,1
2025-10-20T12:58:33,1043,2087,registry,0.476,0,1,13.1,0,1
2025-10-20T13:43:33,1044,2002,file,0.241,0,0,132.1,0,0
2025-10-20T14:28:33,1031,2031,login,0.281,1,4,503.5,0,0
2025-10-20T15:13:33,1044,2098,login,0.193,0,7,524.3,0,0
2025-10-20T15:58:33,1046,2012,login,0.219,1,0,150.4,0,1
2025-10-20T16:43:33,1020,2088,login,0.23,0,2,1855.7,0,0
2025-10-20T17:28:33,1015,2072,process,0.479,1,0,184.4,0,1
2025-10-20T18:13:33,1020,2067,registry,0.466,0,0,137.1,0,0
2025-10-20T18:58:33,1010,2013,process,0.218,0,0,65.1,0,0
2025-10-20T19:43:33,1036,2097,login,0.431,0,3,74.8,0,0
2025-10-20T20:28:33,1035,2010,login,0.168,1,3,1818.3,0,0
2025-10-20T21:13:33,1034,2055,login,0.047,0,3,631.9,0,0
2025-10-20T21:58:33,1018,2066,login,0.184,0,2,67.0,0,0
2025-10-20T22:43:33,1019,2091,login,0.358,1,2,1124.0,0,1
2025-10-20T23:28:33,1017,2028,login,0.487,0,4,1013.8,0,0
2025-10-21T00:13:33,1046,2008,file,0.077,1,0,115.7,0,0
2025-10-21T00:58:33,1040,2066,registry,0.34,1,0,79.7,0,0
2025-10-21T01:43:33,1048,2024,process,0.569,1,2,95.1,0,0
2025-10-21T02:28:33,1013,2097,process,0.326,1,0,36.0,0,0
2025-10-21T03:13:33,1014,2075,file,0.393,0,2,178.2,0,1
2025-10-21T03:58:33,1030,2041,login,0.048,0,2,591.5,0,0
2025-10-21T04:43:33,1000,2008,login,0.382,1,3,435.4,0,0
2025-10-21T05:28:33,1002,2078,file,0.208,0,0,11.2,0,0
2025-10-21T06:13:33,1015,2039,login,0.108,0,1,251.6,0,0
2025-10-21T06:58:33,1022,2024,network,0.378,1,0,7.8,0,0
2025-10-21T07:43:33,1010,2004,network,0.161,0,1,39.2,0,1
2025-10-21T08:28:33,1011,2010,login,0.193,1,2,1001.7,0,0
2025-10-21T09:13:33,1009,2058,login,0.161,1,4,138.3,0,0
2025-10-21T09:58:33,1031,2097,file,0.347,1,0,349.0,0,1
2025-10-21T10:43:33,1015,2087,login,0.432,1,3,680.5,0,0
2025-10-21T11:28:33,1007,2078,login,0.097,1,1,574.4,0,0
2025-10-21T12:13:33,1037,2037,network,0.123,1,0,82.6,0,0
2025-10-21T12:58:33,1011,2071,process,0.351,0,0,120.2,0,0
2025-10-21T13:43:33,1023,2004,login,0.335,0,0,37.6,0,0
2025-10-21T14:28:33,1027,2047,file,0.156,1,0,253.5,0,1
2025-10-21T15:13:33,1007,2089,process,0.313,1,0,197.6,1,1
2025-10-21T15:58:33,1027,2017,file,0.058,0,0,322.7,0,1
2025-10-21T16:43:33,1035,2069,file,0.145,0,0,72.1,0,0
2025-10-21T17:28:33,1025,2036,network,0.309,0,1,71.5,0,1
2025-10-21T18:13:33,1007,2059,process,0.302,0,0,88.7,0,0
2025-10-21T18:58:33,1049,2047,registry,0.371,1,1,59.1,0,0
2025-10-21T19:43:33,1027,2076,login,0.135,1,4,1519.6,0,0
2025-10-21T20:28:33,1027,2027,network,0.34,0,0,19.2,0,0
2025-10-21T21:13:33,1036,2068,login,0.624,0,4,623.1,0,1
2025-10-21T21:58:33,1040,2076,login,0.359,0,1,454.5,0,0
2025-10-21T22:43:33,1035,2080,login,0.337,1,2,1472.3,0,1
